Order ID,Customer Name,Gender,Age,Device used,City,Product Category,Purchase time,Payment mode,Order Date,Order Day,Amount spent by per user,Discount,Return item
ORD01960,Grant Thomas,Female,52,Tablet,Pune,Clothing,Evening,Cash on Delivery,2024-06-22,Saturday,17928.99,3567.17,Yes
ORD01961,Christina Walker,Female,18,Mobile,Pune,Accessories,Morning,Cash on Delivery,2025-02-24,Monday,1847.91,818.0,No
ORD01962,Nicole Costa,Female,50,Laptop,Chennai,Electronics,Night,UPI,2024-04-30,Tuesday,19783.52,3471.7,No
ORD01963,Mikayla Young,Female,34,Laptop,Hyderabad,Electronics,Afternoon,Cash on Delivery,2024-10-16,Wednesday,17640.66,6347.03,No
ORD01964,Cameron Shepherd,Male,46,Tablet,Pune,Books,Morning,Credit Card,2024-02-04,Sunday,13014.85,4462.92,No
ORD01965,James Weber,Male,59,Tablet,Delhi,Clothing,Night,Cash on Delivery,2024-09-10,Tuesday,10493.6,1730.98,No
ORD01966,Jeffrey Shepherd,Female,55,Tablet,Chennai,Clothing,Morning,UPI,2023-11-25,Saturday,19867.55,3805.15,Yes
ORD01967,Brittany Taylor,Female,24,Laptop,Pune,Home Decor,Afternoon,UPI,2024-02-13,Tuesday,7848.42,521.08,Yes
ORD01968,Brenda Ortega,Female,34,Mobile,Bangalore,Clothing,Afternoon,Cash on Delivery,2025-06-15,Sunday,13149.6,4162.86,Yes
ORD01969,Vickie Torres,Male,33,Tablet,Pune,Electronics,Afternoon,Credit Card,2025-02-10,Monday,19713.94,6836.58,No
ORD01970,Julie Hayes,Male,43,Mobile,Chennai,Clothing,Afternoon,Cash on Delivery,2024-03-10,Sunday,17405.21,8108.55,Yes
ORD01971,Sonia Harris,Male,27,Mobile,Delhi,Electronics,Morning,Debit Card,2023-12-13,Wednesday,4985.38,2243.59,Yes
ORD01972,Stacey Hodges,Male,51,Laptop,Hyderabad,Home Decor,Night,Credit Card,2025-03-26,Wednesday,1383.54,87.73,No
ORD01973,Sara Hutchinson,Female,25,Mobile,Chennai,Electronics,Evening,Debit Card,2024-11-15,Friday,7767.09,3173.53,No
ORD01974,Kristina Parker,Male,33,Tablet,Bangalore,Footwear,Afternoon,Credit Card,2024-07-10,Wednesday,11997.84,4676.79,No
ORD01975,Nathan Miller,Female,44,Tablet,Kolkata,Clothing,Afternoon,UPI,2025-02-11,Tuesday,6531.94,2873.14,No
ORD01976,Frank Bryant,Male,20,Mobile,Mumbai,Accessories,Morning,Net Banking,2023-12-18,Monday,16788.37,3893.64,Yes
ORD01977,Chad Mcneil,Male,41,Laptop,Bangalore,Accessories,Night,Net Banking,2025-04-17,Thursday,16764.78,3338.43,Yes
ORD01978,Roberto Martinez,Female,45,Tablet,Hyderabad,Home Decor,Evening,Credit Card,2023-08-01,Tuesday,1939.6,886.87,No
ORD01979,Regina Bell,Female,37,Mobile,Kolkata,Electronics,Afternoon,UPI,2025-03-07,Friday,530.92,133.35,No
ORD01980,Sara Flores,Male,43,Tablet,Pune,Books,Evening,Cash on Delivery,2025-06-08,Sunday,9653.96,2753.86,Yes
ORD01981,Richard Smith,Female,53,Mobile,Hyderabad,Home Decor,Afternoon,UPI,2024-09-13,Friday,11302.24,2487.22,No
ORD01982,Ann Martinez,Male,42,Tablet,Hyderabad,Electronics,Afternoon,Cash on Delivery,2023-12-17,Sunday,8952.26,2685.14,Yes
ORD01983,Taylor Wallace,Female,51,Tablet,Kolkata,Accessories,Night,Cash on Delivery,2024-11-16,Saturday,1916.63,122.25,No
ORD01984,Anthony Taylor,Male,41,Laptop,Pune,Electronics,Night,Net Banking,2023-08-19,Saturday,955.79,303.57,Yes
ORD01985,Carlos Norris,Male,23,Mobile,Hyderabad,Accessories,Evening,Net Banking,2025-06-09,Monday,17060.77,5697.9,Yes
ORD01986,Andrew Cummings,Female,18,Laptop,Delhi,Books,Morning,Cash on Delivery,2024-12-03,Tuesday,7686.6,865.82,Yes
ORD01987,Samantha Tran,Female,41,Laptop,Chennai,Footwear,Morning,Net Banking,2023-12-15,Friday,9989.83,1806.7,Yes
ORD01988,Juan Bird,Male,49,Laptop,Hyderabad,Books,Afternoon,Credit Card,2024-08-17,Saturday,2383.15,840.87,Yes
ORD01989,Stephanie Jones,Female,23,Tablet,Kolkata,Books,Night,Debit Card,2024-04-11,Thursday,8996.98,1166.56,Yes
ORD01990,Kaitlin Chang,Female,39,Tablet,Chennai,Electronics,Night,Credit Card,2024-03-18,Monday,16317.67,7289.73,No
ORD01991,Jordan Gonzales,Female,35,Mobile,Delhi,Books,Evening,UPI,2024-05-19,Sunday,7770.54,3302.85,Yes
ORD01992,Karen Patton,Female,45,Tablet,Mumbai,Electronics,Afternoon,Debit Card,2024-04-19,Friday,16969.0,3652.17,Yes
ORD01993,Mr. Andrew Allen,Male,21,Mobile,Kolkata,Home Decor,Afternoon,UPI,2025-03-06,Thursday,8495.17,4058.89,No
ORD01994,Judith White,Male,31,Mobile,Bangalore,Home Decor,Afternoon,Cash on Delivery,2024-09-19,Thursday,3677.62,1110.62,No
ORD01995,Karen Davis MD,Female,18,Mobile,Delhi,Home Decor,Afternoon,Debit Card,2025-07-08,Tuesday,13932.52,5192.43,Yes
ORD01996,Edward Smith,Male,26,Laptop,Delhi,Home Decor,Evening,Credit Card,2024-04-24,Wednesday,9888.67,756.61,No
ORD01997,Tiffany Johnson,Male,23,Mobile,Chennai,Footwear,Morning,Cash on Delivery,2025-06-29,Sunday,3971.0,1027.38,Yes
ORD01998,Joshua Johnson,Male,38,Mobile,Hyderabad,Electronics,Morning,UPI,2024-11-10,Sunday,4934.55,2060.78,No
ORD01999,David Sherman,Male,54,Mobile,Mumbai,Electronics,Morning,Net Banking,2024-04-28,Sunday,1882.16,458.47,No
ORD02000,Eric Black,Male,18,Laptop,Bangalore,Accessories,Morning,Cash on Delivery,2024-01-25,Thursday,11693.05,2227.72,No
ORD02001,Tammy Cooley,Female,32,Tablet,Mumbai,Books,Night,Net Banking,2024-09-15,Sunday,12065.41,3714.79,No
ORD02002,Desiree Paul,Female,26,Tablet,Bangalore,Footwear,Night,Credit Card,2024-05-15,Wednesday,8561.68,3251.01,Yes
ORD02003,Michelle Mckinney,Female,30,Laptop,Pune,Books,Morning,Debit Card,2025-03-12,Wednesday,18083.08,6806.63,Yes
ORD02004,Amy Strong,Male,34,Laptop,Delhi,Clothing,Evening,Cash on Delivery,2024-08-30,Friday,13447.76,3112.84,Yes
ORD02005,Cassie Schmidt MD,Male,47,Laptop,Mumbai,Accessories,Evening,Net Banking,2024-05-09,Thursday,5492.65,2162.86,Yes
ORD02006,Carmen Russo,Female,27,Laptop,Chennai,Electronics,Night,UPI,2024-01-11,Thursday,19590.77,4818.15,No
ORD02007,Ryan Roberson,Female,30,Tablet,Chennai,Clothing,Evening,UPI,2024-07-29,Monday,18653.5,5158.08,No
ORD02008,Matthew Goodman,Male,38,Mobile,Hyderabad,Accessories,Evening,Net Banking,2024-09-27,Friday,18342.59,5375.96,No
ORD02009,John James,Female,21,Laptop,Pune,Home Decor,Evening,Credit Card,2024-10-29,Tuesday,8172.73,2059.88,No
ORD02010,Kyle Pugh,Female,23,Laptop,Hyderabad,Clothing,Afternoon,Cash on Delivery,2025-01-02,Thursday,4064.06,1711.35,Yes
ORD02011,Stephen Marshall,Female,38,Mobile,Delhi,Home Decor,Evening,Credit Card,2025-05-21,Wednesday,13488.61,4316.89,Yes
ORD02012,Gregory Wall,Male,23,Mobile,Hyderabad,Books,Night,Credit Card,2024-10-22,Tuesday,12220.03,4387.05,Yes
ORD02013,Melanie Wilkins,Female,36,Tablet,Hyderabad,Accessories,Night,Credit Card,2023-12-24,Sunday,13891.38,1801.94,Yes
ORD02014,Mrs. Kelly Cooper,Female,57,Laptop,Mumbai,Footwear,Evening,Credit Card,2024-06-12,Wednesday,13810.46,6894.11,Yes
ORD02015,Jamie Richmond,Male,29,Laptop,Bangalore,Books,Evening,Credit Card,2023-12-03,Sunday,706.23,308.6,Yes
ORD02016,Alejandro Ramos,Male,38,Mobile,Bangalore,Clothing,Afternoon,UPI,2024-05-02,Thursday,19348.94,6667.73,No
ORD02017,Jennifer Miller,Female,58,Tablet,Bangalore,Electronics,Night,UPI,2025-05-19,Monday,1354.6,576.57,Yes
ORD02018,Michael Cunningham,Female,30,Mobile,Hyderabad,Books,Morning,UPI,2024-09-01,Sunday,14311.79,4514.64,No
ORD02019,Dr. Timothy Hart,Male,32,Tablet,Pune,Electronics,Morning,Credit Card,2025-03-06,Thursday,19660.06,3529.58,Yes
ORD02020,Michael Norris,Female,18,Mobile,Kolkata,Books,Morning,Credit Card,2023-09-29,Friday,5909.97,630.74,Yes
ORD02021,Michael Jones,Male,45,Mobile,Chennai,Books,Evening,Credit Card,2025-07-08,Tuesday,1904.17,352.18,Yes
ORD02022,Richard Sanchez,Male,59,Laptop,Chennai,Books,Afternoon,Cash on Delivery,2024-06-30,Sunday,7503.9,2941.41,Yes
ORD02023,Scott Landry,Female,54,Laptop,Mumbai,Electronics,Evening,Net Banking,2025-03-28,Friday,1877.9,144.03,No
ORD02024,Keith Collier,Male,59,Mobile,Hyderabad,Books,Night,Cash on Delivery,2025-05-23,Friday,1646.4,487.39,No
ORD02025,Leslie Williams,Female,34,Mobile,Pune,Accessories,Afternoon,Net Banking,2024-02-10,Saturday,10268.6,3722.11,Yes
ORD02026,Christine Martinez,Male,60,Mobile,Chennai,Footwear,Evening,Cash on Delivery,2023-11-09,Thursday,14128.34,6978.66,Yes
ORD02027,Sydney Lucero,Male,18,Laptop,Hyderabad,Home Decor,Night,Debit Card,2025-04-28,Monday,7016.4,376.24,Yes
ORD02028,Richard Black,Female,18,Mobile,Hyderabad,Clothing,Night,UPI,2025-07-12,Saturday,5474.53,2488.06,Yes
ORD02029,Cory Johnson,Female,24,Laptop,Chennai,Footwear,Afternoon,Cash on Delivery,2025-03-26,Wednesday,1692.39,226.86,Yes
ORD02030,Daniel Schroeder,Male,32,Laptop,Bangalore,Electronics,Morning,Credit Card,2024-05-12,Sunday,14875.96,957.67,Yes
ORD02031,Lisa Hunt,Female,20,Laptop,Mumbai,Electronics,Night,Cash on Delivery,2024-01-05,Friday,5438.9,306.07,Yes
ORD02032,Rebekah Chavez,Male,42,Laptop,Hyderabad,Clothing,Afternoon,Cash on Delivery,2023-09-22,Friday,18586.61,3284.54,No
ORD02033,Joshua Salazar,Female,39,Tablet,Chennai,Books,Night,UPI,2025-05-15,Thursday,17215.59,7528.66,Yes
ORD02034,Thomas Duffy,Male,55,Tablet,Chennai,Home Decor,Evening,Debit Card,2025-03-06,Thursday,8207.21,1263.3,Yes
ORD02035,Jacob Diaz,Female,60,Mobile,Pune,Electronics,Afternoon,Net Banking,2025-03-05,Wednesday,7715.86,2193.6,Yes
ORD02036,Eric Villegas,Female,47,Laptop,Delhi,Accessories,Afternoon,Credit Card,2024-02-06,Tuesday,18192.95,1847.32,No
ORD02037,Lisa Macdonald,Male,32,Tablet,Pune,Books,Morning,Debit Card,2024-12-30,Monday,4186.38,1528.83,Yes
ORD02038,Heather Clark,Male,59,Tablet,Kolkata,Accessories,Afternoon,Credit Card,2024-09-19,Thursday,7375.15,3390.16,Yes
ORD02039,Tracey Larson,Female,18,Tablet,Bangalore,Books,Morning,Net Banking,2024-06-20,Thursday,2575.11,258.62,No
ORD02040,Haley Jones,Male,52,Laptop,Bangalore,Books,Morning,Cash on Delivery,2024-05-23,Thursday,17674.13,5408.97,No
ORD02041,Karen Clayton,Female,28,Tablet,Kolkata,Electronics,Night,Cash on Delivery,2024-10-26,Saturday,10576.9,3902.59,No
ORD02042,Sean Ingram,Male,48,Tablet,Pune,Accessories,Afternoon,Credit Card,2024-02-02,Friday,11176.03,2446.96,Yes
ORD02043,Elizabeth Woodward,Female,29,Tablet,Bangalore,Footwear,Evening,Credit Card,2023-11-27,Monday,13318.45,6631.83,Yes
ORD02044,Dr. Teresa Lawson,Male,48,Mobile,Delhi,Electronics,Afternoon,Cash on Delivery,2024-05-07,Tuesday,4668.15,852.15,Yes
ORD02045,Danielle Green,Male,26,Tablet,Mumbai,Electronics,Evening,Credit Card,2024-08-17,Saturday,5909.77,1591.35,No
ORD02046,Kimberly Pugh,Male,26,Tablet,Pune,Books,Morning,Credit Card,2024-06-18,Tuesday,8718.47,4176.75,No
ORD02047,Desiree Jensen,Male,18,Tablet,Mumbai,Accessories,Morning,Debit Card,2025-05-03,Saturday,1204.26,172.85,Yes
ORD02048,Sandra Harmon,Female,27,Mobile,Pune,Clothing,Afternoon,Net Banking,2024-05-14,Tuesday,10211.53,4418.72,Yes
ORD02049,Larry Smith,Male,33,Laptop,Kolkata,Clothing,Morning,Debit Card,2025-04-30,Wednesday,10315.09,2455.69,Yes
ORD02050,Daniel Carpenter,Female,34,Laptop,Mumbai,Electronics,Morning,UPI,2025-01-15,Wednesday,14447.32,4589.8,No
ORD02051,Morgan Villanueva,Female,47,Laptop,Hyderabad,Books,Morning,Cash on Delivery,2025-05-04,Sunday,10976.75,1200.95,Yes
ORD02052,Amy Gardner,Male,59,Mobile,Chennai,Electronics,Night,Credit Card,2025-04-24,Thursday,9658.69,2126.4,Yes
ORD02053,Allen Ramirez,Male,55,Tablet,Chennai,Clothing,Morning,Credit Card,2023-11-11,Saturday,5641.58,2420.05,No
ORD02054,Lisa Phillips,Male,57,Laptop,Hyderabad,Clothing,Afternoon,Cash on Delivery,2024-03-02,Saturday,2082.62,918.2,Yes
ORD02055,Kyle Simmons,Female,49,Mobile,Chennai,Electronics,Evening,Net Banking,2025-06-04,Wednesday,11365.01,2453.23,No
ORD02056,Jonathan Duncan,Female,47,Mobile,Hyderabad,Clothing,Night,Debit Card,2024-11-16,Saturday,2140.2,600.25,No
ORD02057,Aaron Lopez,Female,41,Mobile,Bangalore,Books,Evening,UPI,2025-05-21,Wednesday,6359.81,421.53,No
ORD02058,Megan Wong,Female,30,Tablet,Bangalore,Books,Afternoon,Debit Card,2024-07-07,Sunday,11567.28,2367.89,No
ORD02059,Elizabeth Lara,Female,28,Laptop,Mumbai,Clothing,Afternoon,Net Banking,2023-08-08,Tuesday,3126.45,1397.3,Yes
ORD02060,Aimee Cobb,Male,36,Mobile,Bangalore,Clothing,Night,Debit Card,2024-03-27,Wednesday,18432.89,7050.21,No
ORD02061,Michelle Ortiz,Female,27,Mobile,Kolkata,Books,Morning,Cash on Delivery,2024-09-05,Thursday,14831.57,7076.36,Yes
ORD02062,James Mitchell,Female,27,Tablet,Mumbai,Accessories,Evening,Credit Card,2024-07-25,Thursday,13331.29,4091.4,No
ORD02063,Joseph Carter,Female,32,Mobile,Chennai,Footwear,Afternoon,Debit Card,2023-09-13,Wednesday,14543.23,7025.58,No
ORD02064,Mark Hudson,Female,29,Laptop,Kolkata,Electronics,Evening,Cash on Delivery,2025-04-21,Monday,5099.08,818.33,Yes
ORD02065,Laurie Lozano,Male,33,Mobile,Delhi,Accessories,Evening,Cash on Delivery,2024-09-23,Monday,10240.41,641.0,No
ORD02066,Angela Ross,Female,47,Tablet,Hyderabad,Accessories,Evening,Net Banking,2024-12-20,Friday,6951.09,1766.2,No
ORD02067,Eric Torres,Female,30,Laptop,Mumbai,Home Decor,Evening,Cash on Delivery,2024-03-25,Monday,9707.67,4230.22,No
ORD02068,Walter Lopez,Female,56,Tablet,Hyderabad,Electronics,Night,Debit Card,2024-11-05,Tuesday,18165.92,1942.17,Yes
ORD02069,Jasmin Tucker,Female,36,Laptop,Delhi,Books,Morning,Cash on Delivery,2024-12-12,Thursday,6974.79,2981.36,No
ORD02070,Steven Thomas,Male,39,Mobile,Pune,Home Decor,Afternoon,UPI,2023-09-27,Wednesday,15837.28,3437.44,No
ORD02071,Suzanne Bailey,Female,37,Laptop,Mumbai,Electronics,Afternoon,Credit Card,2025-01-14,Tuesday,9337.41,4588.19,Yes
ORD02072,Shawn Smith,Male,41,Tablet,Chennai,Electronics,Evening,Debit Card,2024-07-02,Tuesday,8003.72,3761.0,No
ORD02073,Wesley Armstrong,Male,60,Laptop,Kolkata,Books,Afternoon,Debit Card,2023-09-05,Tuesday,15956.45,1928.11,No
ORD02074,David Brown,Male,37,Laptop,Bangalore,Clothing,Morning,Net Banking,2023-11-30,Thursday,11548.14,1720.73,No
ORD02075,Melissa Cross,Male,24,Tablet,Delhi,Electronics,Morning,Net Banking,2025-03-03,Monday,18832.86,7907.51,Yes
ORD02076,Laura Ford,Male,25,Mobile,Bangalore,Accessories,Night,Credit Card,2023-08-24,Thursday,18364.93,5521.26,No
ORD02077,Brian Olsen,Male,31,Laptop,Pune,Accessories,Evening,Debit Card,2024-10-09,Wednesday,8942.44,4092.33,No
ORD02078,Diane Roman,Female,35,Tablet,Kolkata,Accessories,Night,Credit Card,2024-03-29,Friday,2692.36,369.66,Yes
ORD02079,Jessica Fisher,Male,51,Laptop,Pune,Footwear,Afternoon,Debit Card,2024-02-29,Thursday,18146.28,4686.45,Yes
ORD02080,Carmen Hale,Female,43,Tablet,Bangalore,Home Decor,Afternoon,Debit Card,2025-04-04,Friday,9626.6,964.24,Yes
ORD02081,Denise Kim,Male,58,Tablet,Bangalore,Clothing,Night,Cash on Delivery,2024-06-12,Wednesday,1726.2,806.84,No
ORD02082,Bill Reyes,Female,59,Tablet,Kolkata,Electronics,Morning,Credit Card,2025-05-10,Saturday,18455.11,4940.99,Yes
ORD02083,Susan Wright,Male,22,Laptop,Mumbai,Footwear,Night,Debit Card,2024-09-21,Saturday,2838.34,175.73,No
ORD02084,Juan Lopez,Male,54,Tablet,Pune,Electronics,Afternoon,Net Banking,2025-01-27,Monday,10817.19,3595.59,Yes
ORD02085,Lisa Peters,Female,28,Mobile,Mumbai,Electronics,Afternoon,Net Banking,2023-12-14,Thursday,12637.47,2628.33,Yes
ORD02086,Kristie Robbins,Female,29,Tablet,Delhi,Books,Afternoon,Cash on Delivery,2024-08-24,Saturday,14661.96,6380.52,Yes
ORD02087,Matthew Campos,Female,26,Tablet,Bangalore,Books,Evening,Debit Card,2024-02-25,Sunday,18236.12,2129.27,Yes
ORD02088,David Mcdowell,Female,32,Tablet,Chennai,Clothing,Afternoon,Credit Card,2023-08-26,Saturday,6102.92,2647.38,Yes
ORD02089,John Fitzpatrick,Female,32,Mobile,Mumbai,Home Decor,Night,Credit Card,2025-03-10,Monday,10391.88,5064.97,No
ORD02090,Gregory Kerr,Female,23,Mobile,Chennai,Home Decor,Morning,Cash on Delivery,2024-02-29,Thursday,4155.03,1342.95,Yes
ORD02091,Yvonne Howard,Male,30,Laptop,Delhi,Electronics,Morning,Net Banking,2025-05-22,Thursday,2931.29,669.48,No
ORD02092,Megan Mccoy,Male,53,Tablet,Chennai,Accessories,Afternoon,Credit Card,2023-11-13,Monday,19291.32,5244.3,No
ORD02093,Melissa Love,Female,52,Laptop,Pune,Home Decor,Night,Debit Card,2025-05-12,Monday,6824.08,2655.85,Yes
ORD02094,Adrienne Clark,Male,31,Mobile,Kolkata,Clothing,Afternoon,Debit Card,2023-12-13,Wednesday,18433.03,5138.41,Yes
ORD02095,Christopher Castaneda,Female,34,Mobile,Bangalore,Books,Afternoon,Debit Card,2023-12-17,Sunday,3983.45,1917.07,No
ORD02096,Ryan Finley,Male,42,Mobile,Pune,Books,Evening,Debit Card,2024-05-07,Tuesday,7746.02,559.18,No
ORD02097,Lisa Hardin,Male,58,Tablet,Hyderabad,Clothing,Morning,Credit Card,2024-04-08,Monday,10865.67,1871.07,No
ORD02098,Angel Stephens,Female,24,Mobile,Delhi,Home Decor,Evening,Debit Card,2023-11-10,Friday,17207.05,8214.65,Yes
ORD02099,Joanna Ramirez,Female,27,Mobile,Kolkata,Electronics,Afternoon,Net Banking,2023-12-08,Friday,3903.04,1356.28,No
ORD02100,Amy Sparks,Female,32,Tablet,Pune,Accessories,Night,UPI,2024-02-17,Saturday,8029.27,1535.39,No
ORD02101,Helen Bolton,Female,20,Laptop,Bangalore,Footwear,Morning,Debit Card,2024-08-06,Tuesday,18767.28,6509.61,No
ORD02102,Samantha Morgan,Male,45,Tablet,Bangalore,Electronics,Morning,Cash on Delivery,2025-01-01,Wednesday,15445.33,5451.49,No
ORD02103,Henry Jones,Female,35,Mobile,Chennai,Accessories,Morning,Cash on Delivery,2024-04-30,Tuesday,14557.48,4608.77,Yes
ORD02104,Melissa Williams,Female,46,Tablet,Hyderabad,Footwear,Afternoon,Credit Card,2024-09-14,Saturday,9804.63,492.56,Yes
ORD02105,Katelyn Johnson,Male,34,Mobile,Hyderabad,Clothing,Morning,Credit Card,2023-10-10,Tuesday,12643.61,4341.98,Yes
ORD02106,Erik Mitchell,Male,60,Mobile,Mumbai,Footwear,Morning,Debit Card,2023-11-29,Wednesday,11645.69,4522.65,No
ORD02107,Mr. James Lawrence MD,Female,47,Tablet,Chennai,Accessories,Night,Net Banking,2024-11-14,Thursday,1208.55,579.74,No
ORD02108,Lindsay Martinez,Male,22,Mobile,Hyderabad,Home Decor,Night,Debit Card,2024-08-18,Sunday,2058.11,660.39,Yes
ORD02109,Madison Velez,Male,46,Tablet,Hyderabad,Accessories,Morning,Net Banking,2024-08-15,Thursday,19203.3,6969.91,No
ORD02110,Curtis Thompson,Female,40,Mobile,Pune,Accessories,Afternoon,Cash on Delivery,2023-09-27,Wednesday,18052.13,6575.08,No
ORD02111,Dwayne Montgomery,Male,25,Tablet,Delhi,Accessories,Night,UPI,2024-12-05,Thursday,6520.95,416.65,No
ORD02112,Jason Hampton,Male,32,Mobile,Mumbai,Electronics,Afternoon,Credit Card,2024-10-29,Tuesday,11928.82,2485.82,Yes
ORD02113,Sheryl Harrison,Female,49,Laptop,Bangalore,Footwear,Night,UPI,2024-11-14,Thursday,9858.79,3647.11,Yes
ORD02114,Joshua Cooper,Male,44,Tablet,Hyderabad,Home Decor,Evening,UPI,2024-11-18,Monday,11122.73,4372.7,No
ORD02115,Ashley Cox,Female,37,Tablet,Hyderabad,Books,Night,UPI,2024-08-07,Wednesday,17753.86,1598.95,Yes
ORD02116,Tyler Contreras,Female,40,Laptop,Kolkata,Electronics,Evening,UPI,2024-04-09,Tuesday,1144.01,266.57,No
ORD02117,Samantha Avery,Female,32,Laptop,Mumbai,Electronics,Night,UPI,2024-09-28,Saturday,11518.4,3771.2,No
ORD02118,Michelle Park,Female,23,Mobile,Kolkata,Books,Evening,Debit Card,2024-08-22,Thursday,11601.54,2564.76,No
ORD02119,Carolyn Baker,Male,21,Tablet,Bangalore,Books,Night,Credit Card,2024-03-08,Friday,3995.3,828.6,Yes
ORD02120,Michelle Wong,Male,47,Laptop,Kolkata,Clothing,Night,UPI,2023-09-11,Monday,5078.03,432.97,No
ORD02121,Mitchell Kennedy,Female,51,Tablet,Pune,Books,Evening,Cash on Delivery,2024-04-01,Monday,8172.68,3801.7,No
ORD02122,Kristen Jones,Female,33,Laptop,Bangalore,Footwear,Evening,Debit Card,2025-05-24,Saturday,6494.14,1076.92,Yes
ORD02123,Nicole Smith,Female,57,Mobile,Hyderabad,Books,Afternoon,Cash on Delivery,2024-12-10,Tuesday,5227.93,1921.57,No
ORD02124,Tanya Willis,Female,55,Laptop,Bangalore,Clothing,Evening,Net Banking,2023-08-31,Thursday,5643.99,1617.69,Yes
ORD02125,Caitlin Gonzalez,Male,32,Mobile,Chennai,Footwear,Night,Debit Card,2023-09-20,Wednesday,12306.06,3256.95,Yes
ORD02126,Rebecca Walters,Female,24,Mobile,Mumbai,Electronics,Morning,Cash on Delivery,2024-09-07,Saturday,9188.09,712.46,Yes
ORD02127,Steven Sloan,Male,48,Mobile,Hyderabad,Footwear,Evening,Cash on Delivery,2024-11-16,Saturday,7281.08,1304.62,No
ORD02128,Elizabeth Rios,Female,39,Laptop,Pune,Books,Afternoon,Debit Card,2023-09-01,Friday,1227.2,66.97,No
ORD02129,Devon Wade,Female,54,Laptop,Pune,Footwear,Night,Credit Card,2025-02-11,Tuesday,3393.44,1102.6,Yes
ORD02130,Melissa King,Male,27,Tablet,Pune,Footwear,Morning,Debit Card,2023-07-18,Tuesday,15686.31,2224.6,No
ORD02131,Maria Perkins,Female,43,Laptop,Chennai,Accessories,Night,Debit Card,2024-03-10,Sunday,6949.96,1402.65,No
ORD02132,Autumn Edwards,Male,53,Laptop,Pune,Electronics,Afternoon,Credit Card,2023-07-17,Monday,5591.28,1186.6,No
ORD02133,Daniel Baker,Male,34,Tablet,Bangalore,Home Decor,Night,Debit Card,2023-12-26,Tuesday,2150.52,323.16,No
ORD02134,Sheila Walls,Male,31,Laptop,Mumbai,Clothing,Night,Debit Card,2024-07-01,Monday,18689.37,7165.28,Yes
ORD02135,Nicole Ayala,Male,30,Laptop,Hyderabad,Footwear,Afternoon,UPI,2023-11-04,Saturday,8428.26,2909.52,Yes
ORD02136,Marcus Guerrero,Female,32,Tablet,Hyderabad,Accessories,Night,Cash on Delivery,2025-05-12,Monday,14958.3,5290.13,No
ORD02137,Mary Garcia,Male,20,Tablet,Pune,Accessories,Evening,Debit Card,2024-09-06,Friday,11597.08,2044.11,Yes
ORD02138,Nicole Young,Male,59,Mobile,Kolkata,Accessories,Night,Net Banking,2023-12-04,Monday,17840.74,1409.15,No
ORD02139,Kathleen Carney,Male,20,Laptop,Mumbai,Footwear,Morning,Debit Card,2024-01-14,Sunday,4953.43,2017.4,No
ORD02140,Allison Richard,Male,28,Mobile,Pune,Books,Evening,Net Banking,2025-05-03,Saturday,8121.45,1068.2,No
ORD02141,Carlos Barrett,Male,30,Mobile,Mumbai,Books,Afternoon,Cash on Delivery,2024-11-28,Thursday,15967.55,865.34,Yes
ORD02142,Kenneth Bowen,Male,39,Laptop,Chennai,Electronics,Afternoon,Debit Card,2024-05-15,Wednesday,17617.39,2702.06,Yes
ORD02143,Lauren Flores,Male,34,Laptop,Hyderabad,Home Decor,Morning,Credit Card,2025-02-27,Thursday,13571.39,3291.05,No
ORD02144,Anita Novak,Female,18,Laptop,Pune,Home Decor,Afternoon,Net Banking,2025-01-26,Sunday,12388.61,2555.99,No
ORD02145,Brandon Jones,Male,21,Mobile,Bangalore,Accessories,Evening,Debit Card,2025-05-28,Wednesday,1592.98,754.6,Yes
ORD02146,Angela Hayes,Male,55,Tablet,Pune,Footwear,Night,Debit Card,2024-10-20,Sunday,5082.26,749.9,Yes
ORD02147,Ralph Flores,Male,26,Tablet,Bangalore,Home Decor,Morning,Cash on Delivery,2024-06-02,Sunday,16285.24,6656.16,Yes
ORD02148,Eduardo Powell,Male,47,Tablet,Mumbai,Clothing,Afternoon,UPI,2024-06-18,Tuesday,1516.32,330.53,No
ORD02149,Johnny Williamson,Female,34,Tablet,Chennai,Home Decor,Morning,Net Banking,2024-04-07,Sunday,13022.77,4700.47,No
ORD02150,Jeffrey Riley,Female,44,Mobile,Chennai,Books,Afternoon,UPI,2025-01-08,Wednesday,1475.91,312.73,Yes
ORD02151,Patrick Harris,Female,27,Tablet,Hyderabad,Accessories,Afternoon,UPI,2024-07-18,Thursday,10362.89,4860.3,Yes
ORD02152,Kimberly Spencer,Male,38,Tablet,Delhi,Books,Evening,Net Banking,2024-11-03,Sunday,8186.96,2375.85,No
ORD02153,Sharon Lewis,Male,33,Laptop,Mumbai,Accessories,Afternoon,Net Banking,2025-03-13,Thursday,11681.37,5527.86,Yes
ORD02154,James Green,Male,26,Mobile,Delhi,Electronics,Morning,Cash on Delivery,2023-12-27,Wednesday,9428.85,2650.27,Yes
ORD02155,Linda Vargas,Female,53,Laptop,Pune,Accessories,Morning,Credit Card,2024-09-13,Friday,9361.08,676.5,No
ORD02156,Jordan Pearson,Female,20,Tablet,Mumbai,Books,Afternoon,UPI,2025-02-10,Monday,2519.6,1227.63,No
ORD02157,Linda Marshall,Female,29,Tablet,Bangalore,Accessories,Morning,Net Banking,2023-11-06,Monday,2489.46,321.08,No
