Order ID,Customer Name,Gender,Age,Device used,City,Product Category,Purchase time,Payment mode,Order Date,Order Day,Amount spent by per user,Discount,Return item,Total Amount
ORD01877,Phyllis Charles,Male,39,Mobile,Chennai,Accessories,Evening,Debit Card,2025-06-24,Tuesday,3427.5,613.59,Yes,2813.91
ORD01878,Brittany Sparks,Male,55,Mobile,Kolkata,Footwear,Evening,Net Banking,2025-07-07,Monday,16873.1,1344.92,Yes,15528.179999999998
ORD01879,Kristina Jackson,Male,60,Tablet,Chennai,Footwear,Afternoon,Cash on Delivery,2023-09-05,Tuesday,10182.88,587.45,Yes,9595.429999999998
ORD01880,Andrea Chandler,Male,47,Mobile,Mumbai,Footwear,Afternoon,Net Banking,2025-02-09,Sunday,18735.79,5571.33,No,13164.460000000001
ORD01881,Joshua Collins,Female,37,Mobile,Mumbai,Electronics,Evening,Credit Card,2023-08-21,Monday,17817.99,7133.16,Yes,10684.830000000002
ORD01882,Michael Thomas,Male,48,Mobile,Hyderabad,Electronics,Evening,Cash on Delivery,2023-10-28,Saturday,3658.1,562.85,No,3095.25
ORD01883,Jamie Alvarez,Female,21,Mobile,Chennai,Books,Morning,Net Banking,2024-09-19,Thursday,14517.4,7023.48,No,7493.92
ORD01884,Brooke Adams,Female,55,Mobile,Hyderabad,Clothing,Afternoon,Debit Card,2023-10-28,Saturday,17270.21,4990.59,Yes,12279.619999999999
ORD01885,Alexis Thompson,Female,38,Laptop,Pune,Clothing,Morning,Debit Card,2024-03-15,Friday,14173.42,6234.95,Yes,7938.47
ORD01886,Eric Obrien,Male,21,Mobile,Delhi,Books,Evening,Net Banking,2024-09-17,Tuesday,19153.49,5822.52,No,13330.970000000001
ORD01887,Elizabeth Washington,Female,45,Laptop,Chennai,Electronics,Evening,Net Banking,2023-08-22,Tuesday,12007.4,4806.22,No,7201.179999999999
ORD01888,Brandon Santos,Female,36,Laptop,Pune,Clothing,Afternoon,UPI,2024-01-05,Friday,9851.64,964.39,No,8887.25
ORD01889,William Martinez,Female,45,Mobile,Delhi,Electronics,Morning,Credit Card,2023-11-03,Friday,16046.55,4515.22,Yes,11531.329999999998
ORD01890,Daniel West,Male,19,Tablet,Pune,Home Decor,Afternoon,Credit Card,2024-07-23,Tuesday,9261.85,1614.12,Yes,7647.7300000000005
ORD01891,Emily Dixon MD,Female,28,Laptop,Chennai,Electronics,Morning,Cash on Delivery,2025-05-11,Sunday,2399.85,904.85,No,1495.0
ORD01892,Mary Robertson,Female,24,Mobile,Chennai,Electronics,Morning,UPI,2024-12-23,Monday,14233.92,3680.25,Yes,10553.67
ORD01893,Mario Collins,Male,44,Laptop,Delhi,Clothing,Morning,Net Banking,2025-02-26,Wednesday,14396.11,2871.49,Yes,11524.62
ORD01894,Melissa Taylor,Female,41,Tablet,Bangalore,Home Decor,Evening,Debit Card,2023-11-11,Saturday,16120.02,2075.31,Yes,14044.710000000001
ORD01895,Donald Baker,Male,19,Tablet,Hyderabad,Clothing,Evening,Cash on Delivery,2024-12-05,Thursday,17258.39,6115.77,No,11142.619999999999
ORD01896,Larry Tyler,Female,45,Tablet,Bangalore,Home Decor,Morning,Debit Card,2024-10-08,Tuesday,2849.68,149.49,Yes,2700.1899999999996
ORD01897,Jennifer Phillips,Male,56,Laptop,Mumbai,Home Decor,Evening,Net Banking,2025-07-03,Thursday,17847.91,4400.65,Yes,13447.26
ORD01898,Troy Ford,Male,40,Tablet,Delhi,Books,Afternoon,Debit Card,2024-02-29,Thursday,14139.81,3729.4,Yes,10410.41
ORD01899,James Werner,Male,35,Laptop,Hyderabad,Home Decor,Morning,UPI,2024-06-28,Friday,19319.08,6415.42,Yes,12903.660000000002
ORD01900,Terry Cline,Male,25,Mobile,Hyderabad,Books,Night,Net Banking,2023-11-11,Saturday,2924.31,478.25,Yes,2446.06
ORD01901,Kathleen Mckenzie,Female,55,Mobile,Chennai,Books,Morning,Cash on Delivery,2023-09-21,Thursday,15267.1,6657.43,No,8609.67
ORD01902,Christopher Jackson,Male,38,Mobile,Kolkata,Accessories,Morning,UPI,2024-11-13,Wednesday,15796.92,1090.52,Yes,14706.4
ORD01903,Matthew Walker,Female,59,Tablet,Pune,Home Decor,Night,Cash on Delivery,2023-09-12,Tuesday,10819.16,2940.33,Yes,7878.83
ORD01904,Adriana George,Male,30,Laptop,Chennai,Home Decor,Morning,Net Banking,2025-06-12,Thursday,7953.31,2389.52,No,5563.790000000001
ORD01905,Christina Pierce,Male,44,Laptop,Delhi,Clothing,Afternoon,Net Banking,2024-04-09,Tuesday,6089.77,439.05,No,5650.72
ORD01906,Sarah Turner,Female,33,Mobile,Pune,Clothing,Evening,Net Banking,2025-02-05,Wednesday,4068.8,1552.8,No,2516.0
ORD01907,Garrett Taylor,Male,57,Laptop,Pune,Electronics,Morning,UPI,2024-05-02,Thursday,3720.28,907.21,Yes,2813.07
ORD01908,Mr. Eric Hansen DDS,Male,31,Laptop,Delhi,Books,Night,Cash on Delivery,2023-09-22,Friday,16962.89,1654.92,No,15307.97
ORD01909,Joshua Reyes,Male,28,Tablet,Kolkata,Accessories,Morning,UPI,2024-10-01,Tuesday,2354.02,1103.8,Yes,1250.22
ORD01910,Ronald Livingston,Male,41,Tablet,Kolkata,Books,Night,Debit Card,2025-04-08,Tuesday,18000.21,1576.37,No,16423.84
ORD01911,Kathleen Kirk,Male,52,Tablet,Kolkata,Books,Evening,Cash on Delivery,2024-04-29,Monday,1095.45,459.17,Yes,636.28
ORD01912,Allison Johnson,Female,34,Laptop,Chennai,Clothing,Afternoon,Credit Card,2024-01-26,Friday,9300.18,4148.62,No,5151.56
ORD01913,Alexander Castro,Male,54,Laptop,Chennai,Footwear,Night,Credit Card,2024-05-20,Monday,11012.45,856.45,Yes,10156.0
ORD01914,Christina Rodriguez,Female,52,Mobile,Hyderabad,Home Decor,Evening,Net Banking,2025-04-16,Wednesday,13498.39,5709.34,Yes,7789.049999999999
ORD01915,Dr. Regina Brown,Male,42,Tablet,Delhi,Footwear,Night,Credit Card,2025-03-21,Friday,15409.89,5402.59,Yes,10007.3
ORD01916,Michael Ruiz,Female,55,Laptop,Pune,Clothing,Night,Cash on Delivery,2024-06-07,Friday,18124.33,2133.17,No,15991.160000000002
ORD01917,Dale Hancock,Female,60,Tablet,Delhi,Footwear,Morning,Cash on Delivery,2025-06-25,Wednesday,7415.5,2751.31,No,4664.1900000000005
ORD01918,Kathleen Wheeler,Male,55,Laptop,Delhi,Footwear,Night,Credit Card,2024-01-22,Monday,10139.93,3025.06,Yes,7114.870000000001
ORD01919,Jennifer Jacobs,Male,49,Laptop,Kolkata,Accessories,Afternoon,UPI,2024-09-20,Friday,14595.87,3055.2,No,11540.670000000002
ORD01920,Leslie Lynch,Female,29,Laptop,Kolkata,Electronics,Night,UPI,2023-08-27,Sunday,16784.19,3681.47,Yes,13102.72
ORD01921,Julie Byrd,Female,57,Laptop,Delhi,Footwear,Night,Cash on Delivery,2023-09-10,Sunday,6591.68,521.68,Yes,6070.0
ORD01922,Franklin Hernandez,Male,53,Laptop,Delhi,Home Decor,Afternoon,Debit Card,2024-06-11,Tuesday,19633.91,4123.26,Yes,15510.65
ORD01923,Stacey Griffith,Female,35,Tablet,Chennai,Clothing,Morning,Cash on Delivery,2024-07-17,Wednesday,19369.39,9337.39,Yes,10032.0
ORD01924,Allen Garcia DVM,Female,52,Laptop,Chennai,Accessories,Afternoon,Cash on Delivery,2023-07-27,Thursday,1301.21,320.3,No,980.9100000000001
ORD01925,Rachel Durham,Female,48,Mobile,Pune,Books,Night,Cash on Delivery,2025-04-05,Saturday,11727.13,2828.72,Yes,8898.41
ORD01926,Michael Larson,Male,37,Mobile,Mumbai,Electronics,Afternoon,UPI,2024-07-17,Wednesday,13393.03,6618.98,Yes,6774.050000000001
ORD01927,Miss Ann Anderson,Male,44,Mobile,Mumbai,Clothing,Night,Net Banking,2023-11-25,Saturday,17941.63,3656.11,Yes,14285.52
ORD01928,Samantha Schneider,Male,34,Laptop,Chennai,Books,Morning,Net Banking,2023-07-23,Sunday,6982.79,2957.4,Yes,4025.39
ORD01929,Lori Davies,Male,41,Laptop,Pune,Footwear,Night,Debit Card,2024-04-08,Monday,5612.56,1837.14,No,3775.42
ORD01930,Chad Miller,Female,59,Mobile,Pune,Clothing,Evening,UPI,2025-06-21,Saturday,1050.97,320.81,No,730.1600000000001
ORD01931,Jack Barron,Male,48,Tablet,Hyderabad,Accessories,Morning,Cash on Delivery,2023-11-13,Monday,2972.16,494.6,Yes,2477.56
ORD01932,Sarah Jones,Male,43,Laptop,Pune,Books,Afternoon,Credit Card,2024-02-03,Saturday,5794.22,1444.4,No,4349.82
ORD01933,Heidi Fleming,Male,32,Laptop,Chennai,Clothing,Night,Net Banking,2024-10-12,Saturday,18970.11,5608.74,Yes,13361.37
ORD01934,Virginia Brown,Female,57,Tablet,Hyderabad,Footwear,Night,Cash on Delivery,2024-04-03,Wednesday,6590.83,2976.65,Yes,3614.18
ORD01935,Matthew Jones,Female,39,Tablet,Bangalore,Footwear,Morning,Credit Card,2024-12-16,Monday,2920.28,323.12,Yes,2597.1600000000003
ORD01936,Matthew Whitney,Male,48,Laptop,Mumbai,Accessories,Night,Credit Card,2024-03-27,Wednesday,7349.59,600.26,Yes,6749.33
ORD01937,Olivia Stanley,Female,21,Mobile,Pune,Books,Night,Debit Card,2024-07-19,Friday,8714.35,1410.41,Yes,7303.9400000000005
ORD01938,Julie Jordan,Male,50,Tablet,Bangalore,Footwear,Evening,Cash on Delivery,2024-11-19,Tuesday,1588.32,426.43,Yes,1161.8899999999999
ORD01939,Paul Navarro,Male,56,Tablet,Kolkata,Books,Evening,Debit Card,2024-04-15,Monday,6324.91,3080.7,No,3244.21
ORD01940,Christina Allen,Male,21,Laptop,Hyderabad,Home Decor,Evening,Cash on Delivery,2023-10-13,Friday,12461.11,3041.79,No,9419.32
ORD01941,Andrew Buckley,Male,38,Laptop,Bangalore,Clothing,Morning,UPI,2024-05-22,Wednesday,6637.58,2916.09,No,3721.49
ORD01942,Diana Stone,Female,39,Tablet,Delhi,Books,Night,UPI,2024-05-27,Monday,15476.11,7492.62,Yes,7983.490000000001
ORD01943,Benjamin Barber,Male,45,Mobile,Mumbai,Footwear,Evening,Net Banking,2023-10-24,Tuesday,17579.77,7075.43,Yes,10504.34
ORD01944,Brittany Wood,Female,39,Tablet,Bangalore,Electronics,Morning,Net Banking,2025-01-11,Saturday,12836.17,4128.66,No,8707.51
ORD01945,Amanda Nolan,Male,21,Mobile,Kolkata,Accessories,Night,Debit Card,2024-08-17,Saturday,17183.72,1774.85,Yes,15408.87
ORD01946,Jordan Lowery,Female,29,Laptop,Hyderabad,Home Decor,Night,UPI,2023-10-27,Friday,8324.1,3277.31,Yes,5046.790000000001
ORD01947,Jacob Wong,Female,19,Mobile,Delhi,Clothing,Evening,Credit Card,2025-06-01,Sunday,2299.85,1057.53,No,1242.32
ORD01948,Christine Pineda,Female,21,Mobile,Pune,Books,Morning,Credit Card,2024-10-12,Saturday,9754.41,2753.88,No,7000.53
ORD01949,Renee Gibson,Female,49,Tablet,Mumbai,Clothing,Morning,Debit Card,2024-10-16,Wednesday,11767.87,5261.6,No,6506.27
ORD01950,Christopher Coffey,Female,18,Laptop,Hyderabad,Clothing,Night,UPI,2024-04-29,Monday,17128.46,5778.58,No,11349.88
ORD01951,Jessica Jackson,Male,27,Tablet,Delhi,Clothing,Morning,Debit Card,2023-11-29,Wednesday,10810.86,1653.67,No,9157.19
ORD01952,Melissa Lozano,Female,32,Laptop,Bangalore,Accessories,Night,Cash on Delivery,2025-04-16,Wednesday,1437.83,430.41,Yes,1007.4199999999998
ORD01953,Joshua Jones,Female,34,Tablet,Mumbai,Footwear,Afternoon,Credit Card,2024-01-16,Tuesday,13599.11,4931.34,Yes,8667.77
ORD01954,Alexis Potter,Female,34,Laptop,Pune,Footwear,Morning,Credit Card,2024-04-25,Thursday,13678.5,3326.02,No,10352.48
ORD01955,Laura Kelley,Female,36,Tablet,Hyderabad,Footwear,Afternoon,Debit Card,2025-04-15,Tuesday,16987.44,1435.72,Yes,15551.72
ORD01956,Michelle Arnold,Male,27,Tablet,Hyderabad,Footwear,Night,Cash on Delivery,2024-10-03,Thursday,14802.08,7289.73,No,7512.35
ORD01957,Derrick Carter,Female,43,Mobile,Mumbai,Accessories,Evening,Debit Card,2023-08-30,Wednesday,10041.06,640.79,No,9400.27
ORD01958,Jason Garner,Male,22,Laptop,Bangalore,Accessories,Morning,Cash on Delivery,2024-11-12,Tuesday,1685.18,726.41,No,958.7700000000001
ORD01959,Amy Kelly,Male,20,Laptop,Bangalore,Accessories,Afternoon,Credit Card,2025-03-20,Thursday,8038.95,3998.96,Yes,4039.99
ORD01960,Grant Thomas,Female,52,Tablet,Pune,Clothing,Evening,Cash on Delivery,2024-06-22,Saturday,17928.99,3567.17,Yes,14361.820000000002
ORD01961,Christina Walker,Female,18,Mobile,Pune,Accessories,Morning,Cash on Delivery,2025-02-24,Monday,1847.91,818.0,No,1029.91
ORD01962,Nicole Costa,Female,50,Laptop,Chennai,Electronics,Night,UPI,2024-04-30,Tuesday,19783.52,3471.7,No,16311.82
ORD01963,Mikayla Young,Female,34,Laptop,Hyderabad,Electronics,Afternoon,Cash on Delivery,2024-10-16,Wednesday,17640.66,6347.03,No,11293.630000000001
ORD01964,Cameron Shepherd,Male,46,Tablet,Pune,Books,Morning,Credit Card,2024-02-04,Sunday,13014.85,4462.92,No,8551.93
ORD01965,James Weber,Male,59,Tablet,Delhi,Clothing,Night,Cash on Delivery,2024-09-10,Tuesday,10493.6,1730.98,No,8762.62
ORD01966,Jeffrey Shepherd,Female,55,Tablet,Chennai,Clothing,Morning,UPI,2023-11-25,Saturday,19867.55,3805.15,Yes,16062.4
ORD01967,Brittany Taylor,Female,24,Laptop,Pune,Home Decor,Afternoon,UPI,2024-02-13,Tuesday,7848.42,521.08,Yes,7327.34
ORD01968,Brenda Ortega,Female,34,Mobile,Bangalore,Clothing,Afternoon,Cash on Delivery,2025-06-15,Sunday,13149.6,4162.86,Yes,8986.740000000002
ORD01969,Vickie Torres,Male,33,Tablet,Pune,Electronics,Afternoon,Credit Card,2025-02-10,Monday,19713.94,6836.58,No,12877.359999999999
ORD01970,Julie Hayes,Male,43,Mobile,Chennai,Clothing,Afternoon,Cash on Delivery,2024-03-10,Sunday,17405.21,8108.55,Yes,9296.66
ORD01971,Sonia Harris,Male,27,Mobile,Delhi,Electronics,Morning,Debit Card,2023-12-13,Wednesday,4985.38,2243.59,Yes,2741.79
ORD01972,Stacey Hodges,Male,51,Laptop,Hyderabad,Home Decor,Night,Credit Card,2025-03-26,Wednesday,1383.54,87.73,No,1295.81
ORD01973,Sara Hutchinson,Female,25,Mobile,Chennai,Electronics,Evening,Debit Card,2024-11-15,Friday,7767.09,3173.53,No,4593.5599999999995
ORD01974,Kristina Parker,Male,33,Tablet,Bangalore,Footwear,Afternoon,Credit Card,2024-07-10,Wednesday,11997.84,4676.79,No,7321.05
ORD01975,Nathan Miller,Female,44,Tablet,Kolkata,Clothing,Afternoon,UPI,2025-02-11,Tuesday,6531.94,2873.14,No,3658.7999999999997
ORD01976,Frank Bryant,Male,20,Mobile,Mumbai,Accessories,Morning,Net Banking,2023-12-18,Monday,16788.37,3893.64,Yes,12894.73
ORD01977,Chad Mcneil,Male,41,Laptop,Bangalore,Accessories,Night,Net Banking,2025-04-17,Thursday,16764.78,3338.43,Yes,13426.349999999999
ORD01978,Roberto Martinez,Female,45,Tablet,Hyderabad,Home Decor,Evening,Credit Card,2023-08-01,Tuesday,1939.6,886.87,No,1052.73
ORD01979,Regina Bell,Female,37,Mobile,Kolkata,Electronics,Afternoon,UPI,2025-03-07,Friday,530.92,133.35,No,397.56999999999994
ORD01980,Sara Flores,Male,43,Tablet,Pune,Books,Evening,Cash on Delivery,2025-06-08,Sunday,9653.96,2753.86,Yes,6900.0999999999985
ORD01981,Richard Smith,Female,53,Mobile,Hyderabad,Home Decor,Afternoon,UPI,2024-09-13,Friday,11302.24,2487.22,No,8815.02
ORD01982,Ann Martinez,Male,42,Tablet,Hyderabad,Electronics,Afternoon,Cash on Delivery,2023-12-17,Sunday,8952.26,2685.14,Yes,6267.120000000001
ORD01983,Taylor Wallace,Female,51,Tablet,Kolkata,Accessories,Night,Cash on Delivery,2024-11-16,Saturday,1916.63,122.25,No,1794.38
ORD01984,Anthony Taylor,Male,41,Laptop,Pune,Electronics,Night,Net Banking,2023-08-19,Saturday,955.79,303.57,Yes,652.22
ORD01985,Carlos Norris,Male,23,Mobile,Hyderabad,Accessories,Evening,Net Banking,2025-06-09,Monday,17060.77,5697.9,Yes,11362.87
ORD01986,Andrew Cummings,Female,18,Laptop,Delhi,Books,Morning,Cash on Delivery,2024-12-03,Tuesday,7686.6,865.82,Yes,6820.780000000001
ORD01987,Samantha Tran,Female,41,Laptop,Chennai,Footwear,Morning,Net Banking,2023-12-15,Friday,9989.83,1806.7,Yes,8183.13
ORD01988,Juan Bird,Male,49,Laptop,Hyderabad,Books,Afternoon,Credit Card,2024-08-17,Saturday,2383.15,840.87,Yes,1542.2800000000002
ORD01989,Stephanie Jones,Female,23,Tablet,Kolkata,Books,Night,Debit Card,2024-04-11,Thursday,8996.98,1166.56,Yes,7830.42
ORD01990,Kaitlin Chang,Female,39,Tablet,Chennai,Electronics,Night,Credit Card,2024-03-18,Monday,16317.67,7289.73,No,9027.94
ORD01991,Jordan Gonzales,Female,35,Mobile,Delhi,Books,Evening,UPI,2024-05-19,Sunday,7770.54,3302.85,Yes,4467.6900000000005
ORD01992,Karen Patton,Female,45,Tablet,Mumbai,Electronics,Afternoon,Debit Card,2024-04-19,Friday,16969.0,3652.17,Yes,13316.83
ORD01993,Mr. Andrew Allen,Male,21,Mobile,Kolkata,Home Decor,Afternoon,UPI,2025-03-06,Thursday,8495.17,4058.89,No,4436.280000000001
ORD01994,Judith White,Male,31,Mobile,Bangalore,Home Decor,Afternoon,Cash on Delivery,2024-09-19,Thursday,3677.62,1110.62,No,2567.0
ORD01995,Karen Davis MD,Female,18,Mobile,Delhi,Home Decor,Afternoon,Debit Card,2025-07-08,Tuesday,13932.52,5192.43,Yes,8740.09
ORD01996,Edward Smith,Male,26,Laptop,Delhi,Home Decor,Evening,Credit Card,2024-04-24,Wednesday,9888.67,756.61,No,9132.06
ORD01997,Tiffany Johnson,Male,23,Mobile,Chennai,Footwear,Morning,Cash on Delivery,2025-06-29,Sunday,3971.0,1027.38,Yes,2943.62
ORD01998,Joshua Johnson,Male,38,Mobile,Hyderabad,Electronics,Morning,UPI,2024-11-10,Sunday,4934.55,2060.78,No,2873.77
ORD01999,David Sherman,Male,54,Mobile,Mumbai,Electronics,Morning,Net Banking,2024-04-28,Sunday,1882.16,458.47,No,1423.69
ORD02000,Eric Black,Male,18,Laptop,Bangalore,Accessories,Morning,Cash on Delivery,2024-01-25,Thursday,11693.05,2227.72,No,9465.33
ORD02001,Tammy Cooley,Female,32,Tablet,Mumbai,Books,Night,Net Banking,2024-09-15,Sunday,12065.41,3714.79,No,8350.619999999999
ORD02002,Desiree Paul,Female,26,Tablet,Bangalore,Footwear,Night,Credit Card,2024-05-15,Wednesday,8561.68,3251.01,Yes,5310.67
ORD02003,Michelle Mckinney,Female,30,Laptop,Pune,Books,Morning,Debit Card,2025-03-12,Wednesday,18083.08,6806.63,Yes,11276.45
ORD02004,Amy Strong,Male,34,Laptop,Delhi,Clothing,Evening,Cash on Delivery,2024-08-30,Friday,13447.76,3112.84,Yes,10334.92
ORD02005,Cassie Schmidt MD,Male,47,Laptop,Mumbai,Accessories,Evening,Net Banking,2024-05-09,Thursday,5492.65,2162.86,Yes,3329.7899999999995
ORD02006,Carmen Russo,Female,27,Laptop,Chennai,Electronics,Night,UPI,2024-01-11,Thursday,19590.77,4818.15,No,14772.62
ORD02007,Ryan Roberson,Female,30,Tablet,Chennai,Clothing,Evening,UPI,2024-07-29,Monday,18653.5,5158.08,No,13495.42
ORD02008,Matthew Goodman,Male,38,Mobile,Hyderabad,Accessories,Evening,Net Banking,2024-09-27,Friday,18342.59,5375.96,No,12966.630000000001
ORD02009,John James,Female,21,Laptop,Pune,Home Decor,Evening,Credit Card,2024-10-29,Tuesday,8172.73,2059.88,No,6112.849999999999
ORD02010,Kyle Pugh,Female,23,Laptop,Hyderabad,Clothing,Afternoon,Cash on Delivery,2025-01-02,Thursday,4064.06,1711.35,Yes,2352.71
ORD02011,Stephen Marshall,Female,38,Mobile,Delhi,Home Decor,Evening,Credit Card,2025-05-21,Wednesday,13488.61,4316.89,Yes,9171.720000000001
ORD02012,Gregory Wall,Male,23,Mobile,Hyderabad,Books,Night,Credit Card,2024-10-22,Tuesday,12220.03,4387.05,Yes,7832.9800000000005
ORD02013,Melanie Wilkins,Female,36,Tablet,Hyderabad,Accessories,Night,Credit Card,2023-12-24,Sunday,13891.38,1801.94,Yes,12089.439999999999
ORD02014,Mrs. Kelly Cooper,Female,57,Laptop,Mumbai,Footwear,Evening,Credit Card,2024-06-12,Wednesday,13810.46,6894.11,Yes,6916.349999999999
ORD02015,Jamie Richmond,Male,29,Laptop,Bangalore,Books,Evening,Credit Card,2023-12-03,Sunday,706.23,308.6,Yes,397.63
ORD02016,Alejandro Ramos,Male,38,Mobile,Bangalore,Clothing,Afternoon,UPI,2024-05-02,Thursday,19348.94,6667.73,No,12681.21
ORD02017,Jennifer Miller,Female,58,Tablet,Bangalore,Electronics,Night,UPI,2025-05-19,Monday,1354.6,576.57,Yes,778.0299999999999
ORD02018,Michael Cunningham,Female,30,Mobile,Hyderabad,Books,Morning,UPI,2024-09-01,Sunday,14311.79,4514.64,No,9797.150000000001
ORD02019,Dr. Timothy Hart,Male,32,Tablet,Pune,Electronics,Morning,Credit Card,2025-03-06,Thursday,19660.06,3529.58,Yes,16130.480000000001
ORD02020,Michael Norris,Female,18,Mobile,Kolkata,Books,Morning,Credit Card,2023-09-29,Friday,5909.97,630.74,Yes,5279.2300000000005
ORD02021,Michael Jones,Male,45,Mobile,Chennai,Books,Evening,Credit Card,2025-07-08,Tuesday,1904.17,352.18,Yes,1551.99
ORD02022,Richard Sanchez,Male,59,Laptop,Chennai,Books,Afternoon,Cash on Delivery,2024-06-30,Sunday,7503.9,2941.41,Yes,4562.49
ORD02023,Scott Landry,Female,54,Laptop,Mumbai,Electronics,Evening,Net Banking,2025-03-28,Friday,1877.9,144.03,No,1733.8700000000001
ORD02024,Keith Collier,Male,59,Mobile,Hyderabad,Books,Night,Cash on Delivery,2025-05-23,Friday,1646.4,487.39,No,1159.0100000000002
ORD02025,Leslie Williams,Female,34,Mobile,Pune,Accessories,Afternoon,Net Banking,2024-02-10,Saturday,10268.6,3722.11,Yes,6546.49
ORD02026,Christine Martinez,Male,60,Mobile,Chennai,Footwear,Evening,Cash on Delivery,2023-11-09,Thursday,14128.34,6978.66,Yes,7149.68
ORD02027,Sydney Lucero,Male,18,Laptop,Hyderabad,Home Decor,Night,Debit Card,2025-04-28,Monday,7016.4,376.24,Yes,6640.16
ORD02028,Richard Black,Female,18,Mobile,Hyderabad,Clothing,Night,UPI,2025-07-12,Saturday,5474.53,2488.06,Yes,2986.47
ORD02029,Cory Johnson,Female,24,Laptop,Chennai,Footwear,Afternoon,Cash on Delivery,2025-03-26,Wednesday,1692.39,226.86,Yes,1465.5300000000002
ORD02030,Daniel Schroeder,Male,32,Laptop,Bangalore,Electronics,Morning,Credit Card,2024-05-12,Sunday,14875.96,957.67,Yes,13918.289999999999
ORD02031,Lisa Hunt,Female,20,Laptop,Mumbai,Electronics,Night,Cash on Delivery,2024-01-05,Friday,5438.9,306.07,Yes,5132.83
ORD02032,Rebekah Chavez,Male,42,Laptop,Hyderabad,Clothing,Afternoon,Cash on Delivery,2023-09-22,Friday,18586.61,3284.54,No,15302.07
ORD02033,Joshua Salazar,Female,39,Tablet,Chennai,Books,Night,UPI,2025-05-15,Thursday,17215.59,7528.66,Yes,9686.93
ORD02034,Thomas Duffy,Male,55,Tablet,Chennai,Home Decor,Evening,Debit Card,2025-03-06,Thursday,8207.21,1263.3,Yes,6943.909999999999
ORD02035,Jacob Diaz,Female,60,Mobile,Pune,Electronics,Afternoon,Net Banking,2025-03-05,Wednesday,7715.86,2193.6,Yes,5522.26
ORD02036,Eric Villegas,Female,47,Laptop,Delhi,Accessories,Afternoon,Credit Card,2024-02-06,Tuesday,18192.95,1847.32,No,16345.630000000001
ORD02037,Lisa Macdonald,Male,32,Tablet,Pune,Books,Morning,Debit Card,2024-12-30,Monday,4186.38,1528.83,Yes,2657.55
ORD02038,Heather Clark,Male,59,Tablet,Kolkata,Accessories,Afternoon,Credit Card,2024-09-19,Thursday,7375.15,3390.16,Yes,3984.99
ORD02039,Tracey Larson,Female,18,Tablet,Bangalore,Books,Morning,Net Banking,2024-06-20,Thursday,2575.11,258.62,No,2316.4900000000002
ORD02040,Haley Jones,Male,52,Laptop,Bangalore,Books,Morning,Cash on Delivery,2024-05-23,Thursday,17674.13,5408.97,No,12265.16
ORD02041,Karen Clayton,Female,28,Tablet,Kolkata,Electronics,Night,Cash on Delivery,2024-10-26,Saturday,10576.9,3902.59,No,6674.3099999999995
ORD02042,Sean Ingram,Male,48,Tablet,Pune,Accessories,Afternoon,Credit Card,2024-02-02,Friday,11176.03,2446.96,Yes,8729.07
ORD02043,Elizabeth Woodward,Female,29,Tablet,Bangalore,Footwear,Evening,Credit Card,2023-11-27,Monday,13318.45,6631.83,Yes,6686.620000000001
ORD02044,Dr. Teresa Lawson,Male,48,Mobile,Delhi,Electronics,Afternoon,Cash on Delivery,2024-05-07,Tuesday,4668.15,852.15,Yes,3815.9999999999995
ORD02045,Danielle Green,Male,26,Tablet,Mumbai,Electronics,Evening,Credit Card,2024-08-17,Saturday,5909.77,1591.35,No,4318.42
ORD02046,Kimberly Pugh,Male,26,Tablet,Pune,Books,Morning,Credit Card,2024-06-18,Tuesday,8718.47,4176.75,No,4541.719999999999
ORD02047,Desiree Jensen,Male,18,Tablet,Mumbai,Accessories,Morning,Debit Card,2025-05-03,Saturday,1204.26,172.85,Yes,1031.41
ORD02048,Sandra Harmon,Female,27,Mobile,Pune,Clothing,Afternoon,Net Banking,2024-05-14,Tuesday,10211.53,4418.72,Yes,5792.81
ORD02049,Larry Smith,Male,33,Laptop,Kolkata,Clothing,Morning,Debit Card,2025-04-30,Wednesday,10315.09,2455.69,Yes,7859.4
ORD02050,Daniel Carpenter,Female,34,Laptop,Mumbai,Electronics,Morning,UPI,2025-01-15,Wednesday,14447.32,4589.8,No,9857.52
ORD02051,Morgan Villanueva,Female,47,Laptop,Hyderabad,Books,Morning,Cash on Delivery,2025-05-04,Sunday,10976.75,1200.95,Yes,9775.8
ORD02052,Amy Gardner,Male,59,Mobile,Chennai,Electronics,Night,Credit Card,2025-04-24,Thursday,9658.69,2126.4,Yes,7532.290000000001
ORD02053,Allen Ramirez,Male,55,Tablet,Chennai,Clothing,Morning,Credit Card,2023-11-11,Saturday,5641.58,2420.05,No,3221.5299999999997
ORD02054,Lisa Phillips,Male,57,Laptop,Hyderabad,Clothing,Afternoon,Cash on Delivery,2024-03-02,Saturday,2082.62,918.2,Yes,1164.4199999999998
ORD02055,Kyle Simmons,Female,49,Mobile,Chennai,Electronics,Evening,Net Banking,2025-06-04,Wednesday,11365.01,2453.23,No,8911.78
ORD02056,Jonathan Duncan,Female,47,Mobile,Hyderabad,Clothing,Night,Debit Card,2024-11-16,Saturday,2140.2,600.25,No,1539.9499999999998
ORD02057,Aaron Lopez,Female,41,Mobile,Bangalore,Books,Evening,UPI,2025-05-21,Wednesday,6359.81,421.53,No,5938.280000000001
